Opentime,Open,High,Low,Close,Volume,Closetime,Quote asset volume,Number of trades,Taker by base,Taker buy quote,Ignore
2021-01-01 08:00:00,0.18134,0.18473,0.17,0.17509,462201570.9,1609545599999,82720467.010267,178824,221710271.1,39724496.656061,0
2021-01-02 08:00:00,0.17505,0.18457,0.16793,0.17742,660303281.2,1609631999999,117077280.526554,231432,327472160.0,58116623.051512,0
2021-01-03 08:00:00,0.1774,0.2096,0.17255,0.20615,1201451449.3,1609718399999,230834619.4761728,403926,611459758.0,117568344.8788848,0
2021-01-04 08:00:00,0.20625,0.23992,0.19203,0.22528,1463415575.6,1609804799999,315299480.4914457,548636,741563107.18,159905398.5112039,0
2021-01-05 08:00:00,0.22518,0.26429,0.20696,0.25873,1478887679.33,1609891199999,349709110.7622226,614385,747144703.73,176799587.3170888,0
2021-01-06 08:00:00,0.25889,0.34772,0.25347,0.33309,2059110042.76,1609977599999,611715688.0606145,893919,1049946737.78,311900901.7592032,0
2021-01-07 08:00:00,0.33311,0.3553,0.2785,0.29928,1411321698.55,1610063999999,453119832.6300348,654373,701607379.05,225491548.6079038,0
2021-01-08 08:00:00,0.29917,0.32165,0.26175,0.30389,1284205249.4,1610150399999,380368302.980941,531917,639446571.6,189619553.806902,0
2021-01-09 08:00:00,0.30392,0.33851,0.29583,0.33062,820267450.7,1610236799999,259644112.080644,364494,422907767.9,133886167.639894,0
2021-01-10 08:00:00,0.33062,0.3412,0.27948,0.30153,908667596.0,1610323199999,285668888.341356,409748,449616246.0,141572360.471136,0
2021-01-11 08:00:00,0.30154,0.30397,0.2288,0.2757,1538966424.3,1610409599999,406838307.396773,538129,764141969.2,202102481.967889,0
2021-01-12 08:00:00,0.27563,0.31442,0.2628,0.28888,1059013244.8,1610495999999,303626067.858419,422638,525716032.8,150860527.147087,0
2021-01-13 08:00:00,0.28875,0.31587,0.27,0.3123,715473111.9,1610582399999,208192713.90953,296349,360203907.0,104937461.125005,0
2021-01-14 08:00:00,0.31246,0.32455,0.29646,0.31201,656502674.0,1610668799999,204581244.1367,292444,327142431.2,102004050.286743,0
2021-01-15 08:00:00,0.31203,0.33225,0.27739,0.30188,853517402.8,1610755199999,264651790.304994,383114,425576979.6,132094805.962026,0
2021-01-16 08:00:00,0.30189,0.36696,0.30186,0.35071,1219589043.23,1610841599999,416047249.2075495,551624,614701958.23,209551995.9262465,0
2021-01-17 08:00:00,0.35057,0.3974,0.34076,0.38081,1422650839.29,1610927999999,529806343.1903753,738575,719366275.92,268090596.1344522,0
2021-01-18 08:00:00,0.38077,0.39724,0.36413,0.37123,636785470.4,1611014399999,239548962.448159,345702,317286565.5,119403774.109138,0
2021-01-19 08:00:00,0.37132,0.39001,0.362,0.3672,606641543.0,1611100799999,226285256.536489,370018,297663692.6,111105776.462922,0
2021-01-20 08:00:00,0.3672,0.3769,0.33033,0.37532,656351514.5,1611187199999,232444042.012948,346650,322576988.2,114280651.78399,0
2021-01-21 08:00:00,0.37548,0.37945,0.3,0.30785,802690568.5,1611273599999,273840594.174471,413139,388529211.5,132511951.269364,0
2021-01-22 08:00:00,0.30786,0.3598,0.28,0.34867,898752288.0,1611359999999,290516408.419131,465828,452314019.6,146491020.583241,0
2021-01-23 08:00:00,0.34842,0.35763,0.33541,0.34583,418300948.7,1611446399999,145267535.31274,240273,204851745.7,71172522.219266,0
2021-01-24 08:00:00,0.34575,0.36926,0.33613,0.35345,458536220.6,1611532799999,161447140.086898,234964,230364169.6,81134237.31163,0
2021-01-25 08:00:00,0.35346,0.36415,0.34034,0.34308,407390809.5,1611619199999,144604820.562655,222342,199877840.6,70968317.064181,0
2021-01-26 08:00:00,0.34284,0.35111,0.32404,0.3433,354428194.0,1611705599999,120457217.743562,202859,174215399.9,59240168.407346,0
2021-01-27 08:00:00,0.34342,0.34396,0.30404,0.31144,422544056.1,1611791999999,135320113.262216,235043,204452228.8,65456149.541563,0
2021-01-28 08:00:00,0.31142,0.35575,0.30431,0.34409,487709261.2,1611878399999,163965629.110074,309801,241480939.5,81223205.051267,0
2021-01-29 08:00:00,0.34409,0.36836,0.3305,0.34752,666472809.5,1611964799999,235094446.385988,438205,325768547.8,114997455.869058,0
2021-01-30 08:00:00,0.34764,0.37694,0.337,0.364,510716622.4,1612051199999,181305666.293532,329408,254231367.9,90288909.525315,0
2021-01-31 08:00:00,0.36395,0.37752,0.338,0.34475,399794774.9,1612137599999,141712986.454822,322422,197293606.3,70010417.371399,0
2021-02-01 08:00:00,0.34464,0.42411,0.33214,0.40876,844822325.13,1612223999999,315517729.2364468,424028,426233701.91,159476468.9764514,0
2021-02-02 08:00:00,0.40882,0.4559,0.38868,0.42498,1501769862.49,1612310399999,635347397.5646352,959565,754522471.93,319551313.8134065,0
2021-02-03 08:00:00,0.425,0.44961,0.41509,0.44189,541252929.4,1612396799999,233609024.225337,382672,267960815.1,115715325.473209,0
2021-02-04 08:00:00,0.44213,0.45,0.41003,0.43934,536142412.3,1612483199999,231296073.096734,356573,264817712.8,114266253.24162,0
2021-02-05 08:00:00,0.43903,0.56,0.43638,0.53917,1277155737.26,1612569599999,647988571.3729905,1006967,643465760.82,326469960.371491,0
2021-02-06 08:00:00,0.53874,0.66706,0.51901,0.63444,1255504052.74,1612655999999,735618983.1258681,1012355,628719037.84,368644298.8683791,0
2021-02-07 08:00:00,0.63444,0.70888,0.58,0.66109,1596532267.5,1612742399999,1031252551.2483164,1258967,793851072.05,513016016.6712854,0
2021-02-08 08:00:00,0.66109,0.7238,0.63191,0.67638,1008667679.66,1612828799999,687200350.054749,834316,489422287.86,333639810.011159,0
2021-02-09 08:00:00,0.67674,0.71206,0.6624,0.70562,590482327.7,1612915199999,405545405.296007,641568,292138275.5,200721303.647896,0
2021-02-10 08:00:00,0.70562,0.95306,0.70555,0.93966,1693219939.33,1613001599999,1404210349.2985792,1481690,862700232.45,715843350.0076869,0
2021-02-11 08:00:00,0.94041,0.98,0.86513,0.92796,975100368.22,1613087999999,903411072.7533122,1176112,480190321.72,445269290.9445702,0
2021-02-12 08:00:00,0.9281,0.94825,0.866,0.92426,649547803.8,1613174399999,593210760.200747,660663,317591690.5,290130572.992379,0
2021-02-13 08:00:00,0.92418,0.95053,0.82,0.91299,586878561.3,1613260799999,527921465.849355,566194,281033703.1,252906724.395616,0
2021-02-14 08:00:00,0.91303,0.919,0.80666,0.84364,539495015.4,1613347199999,464156537.89327,481065,260028345.4,223731098.094624,0
2021-02-15 08:00:00,0.84288,0.911,0.6856,0.86143,932826536.9,1613433599999,773675700.779529,1016723,459492486.1,381923875.571265,0
2021-02-16 08:00:00,0.86128,0.90591,0.83334,0.87,526075390.6,1613519999999,460384874.040459,559396,263053822.8,230317826.051902,0
2021-02-17 08:00:00,0.8699,0.89745,0.8215,0.89206,460328636.1,1613606399999,397664271.258751,571034,232089801.9,200640049.124681,0
2021-02-18 08:00:00,0.89206,0.9578,0.89202,0.91442,580074009.4,1613692799999,536478522.566534,645125,291940634.3,269965901.193427,0
